"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Ethnicity"	"Ethnicity Code"	Count	Population	Crude Rate
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	628	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Hispanic"	"2135-2"	21	107961	19.45
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	1072	468739	228.70
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	56	62340	89.83
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	3328	3124143	106.53
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	219	245436	89.23
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	17833	7993587	223.09
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	6269	5620038	111.55
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	168656	62388288	270.33
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	100	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	506	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	1173	417148	281.20
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	78	50574	154.23
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	4634	2599489	178.27
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	262	189251	138.44
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	26836	6064769	442.49
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	9013	4628825	194.71
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	209269	56303271	371.68
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	136	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	690	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	945	338665	279.04
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	49	46456	105.48
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	3707	2429973	152.55
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	178	183253	97.13
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	17387	6369018	272.99
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	6641	4413548	150.47
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	186337	53818621	346.23
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	114	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	554	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic"	"2135-2"	33	62040	53.19
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	1157	279022	414.66
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	72	33577	214.43
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	5124	1906756	268.73
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	245	131035	186.97
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	24311	4426405	549.23
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	9523	3393381	280.63
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	228340	45336062	503.66
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	148	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	744	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	768	239360	320.86
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	48	32493	147.72
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	3404	1807740	188.30
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	186	132462	140.42
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	15045	4993203	301.31
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	6178	3328288	185.62
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	180730	48040457	376.20
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	89	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	551	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	860	175973	488.71
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	64	21520	297.40
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	4956	1316074	376.57
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	222	83543	265.73
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	19430	3061403	634.68
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	8866	2380917	372.38
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	213649	36240169	589.54
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	120	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	659	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	467	155568	300.19
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	40	20319	196.86
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	2536	1195845	212.07
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	116	87413	132.70
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	10002	3516339	284.44
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	4343	2220716	195.57
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	133582	39095815	341.68
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	65	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	398	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	480	98122	489.19
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	37	12391	298.60
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	3522	806437	436.74
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	119	47963	248.11
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	11730	1827074	642.01
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	5961	1437916	414.56
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	148385	25122990	590.63
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	82	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	454	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	326	136631	238.60
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	16	16432	97.37
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	1958	963574	203.20
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	79	74253	106.39
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	7127	3365184	211.79
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	3351	1851846	180.95
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	94403	39901315	236.59
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	50	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	424	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	259	64516	401.45
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	27	9819	274.98
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	2349	576826	407.23
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	48	33126	144.90
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	6715	1265469	530.63
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	3652	953313	383.09
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	88304	18102317	487.80
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	45	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	335	Not Applicable	Not Applicable
	"Pleura"	"22050"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	16	107275921	0.01
	"Pleura"	"22050"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	23	106235065	0.02
	"Pleura"	"22050"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	17	103781807	0.02
	"Pleura"	"22050"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	22	101619711	0.02
	"Pleura"	"22050"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	28	91952736	0.03
	"Pleura"	"22050"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	45	88477215	0.05
	"Pleura"	"22050"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	40	76721518	0.05
	"Pleura"	"22050"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	54	72111393	0.07
	"Pleura"	"22050"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	48	62388288	0.08
	"Pleura"	"22050"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	78	56303271	0.14
	"Pleura"	"22050"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	39	53818621	0.07
	"Pleura"	"22050"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	92	45336062	0.20
	"Pleura"	"22050"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	58	48040457	0.12
	"Pleura"	"22050"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	132	36240169	0.36
	"Pleura"	"22050"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	70	39095815	0.18
	"Pleura"	"22050"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	138	25122990	0.55
	"Pleura"	"22050"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	77	39901315	0.19
	"Pleura"	"22050"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	115	18102317	0.64
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	19	3990767	0.48
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	24	5837558	0.41
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	117	14664864	0.80
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	27	6065343	0.45
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	154	15426985	1.00
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	33	15908167	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	37	22066067	0.17
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	131	59498357	0.22
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	23	16429628	0.14
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	30	23013396	0.13
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	113	62545821	0.18
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	31	77686472	0.04
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	40	81863203	0.05
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	18	83288890	0.02
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	19	25584511	0.07
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	41	87937808	0.05
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	18	86376429	0.02
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	29	6941880	0.42
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	20	22651117	0.09
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	90	25515649	0.35
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	98	91062897	0.11
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	25	84979293	0.03
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	38	7828512	0.49
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	28	20004627	0.14
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	134	26860662	0.50
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	212	87347663	0.24
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	19	81912125	0.02
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	22	8378616	0.26
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	27	17167942	0.16
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	114	26566454	0.43
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	259	82857754	0.31
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	31	84049066	0.04
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	35	16694766	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	82	24862338	0.33
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	201	85346899	0.24
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	42	92649394	0.05
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	24	17096494	0.14
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	47	22474886	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	198	93367478	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	17	19765691	0.09
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	63	102849574	0.06
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	17	7312907	0.23
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	36	17530687	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	30	19529364	0.15
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	214	102841804	0.21
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	27	19002859	0.14
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	89	107275921	0.08
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	33	16747555	0.20
